CrashID,CrashDate,CrashYear,CrashMonth,CrashHour,Latitude,Longitude,CrashSevr,CrashType,CrashTypGr,CrashAlcoh,NM_Type,NM_Age,NM_Sex,NM_Race,NM_Inj,NM_AlcDrg,NM_NumTot,NM_NumK,NM_NumA,NM_NumB,NM_NumC,NM_NumU,DrvrAge,DrvrSex,DrvrRace,DrvrVehTyp,SpeedLimit,RdClass,LightCond,Weather,County,City
103034819,2010-12-06,2010,December,8,35.902347,-78.895776,C: Possible Injury,Motorist Right Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,57,Male,Black,C: Possible Injury,Unknown,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,23,Male,Black,Passenger Car,40 - 45 MPH,NC Route,Daylight,Clear,Durham,Durham
103035179,2010-12-06,2010,December,16,36.011071,-78.94857,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,39,Female,Asian,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,White,Sport Utility,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103047642,2010-12-04,2010,December,17,36.05906175,-78.87481494,B: Suspected Minor Injury,Disabled Vehicle-Related,Unusual Circumstances,No,Pedestrian,22,Female,Black,B: Suspected Minor Injury,No,1,0,0,1,0,0,55,Male,Black,Sport Utility,35,Secondary Route,Dark - Lighted Roadway,"Sleet, Hail, Freezing Rain/Drizzle",Durham,Durham
103048492,2010-12-20,2010,December,15,35.971188,-78.896804,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,63,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,43,Female,Asian,Passenger Car,5 - 15 MPH,Local Street,Daylight,Clear,Durham,Durham
103050825,2010-12-24,2010,December,19,36.033002,-78.929027,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Walking Along Roadway,No,Pedestrian,47,Male,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,58,Male,Black,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
103051823,2010-12-25,2010,December,17,36.001182,-78.885751,C: Possible Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,9,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,22,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Dark - Lighted Roadway,Rain,Durham,Durham
103064299,2011-01-10,2011,January,22,36.010851,-78.94699,B: Suspected Minor Injury,Vehicle - Vehicle / Object,Unusual Circumstances,No,Pedestrian,30,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,34,Male,Hispanic,Passenger Car,50 - 55 MPH,US Route,Dark - Roadway Not Lighted,"Snow, Sleet, Hail, Freezing Rain/Drizzle",Durham,None - Rural Crash
103065413,2011-01-12,2011,January,14,36.02161,-78.936117,O: No Injury,Motorist Overtaking - Misjudged Space,Motorist Overtaking Bicyclist,No,Bicyclist,46,Male,White,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Van,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103068449,2011-01-16,2011,January,18,35.916605,-78.951208,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,35,Male,Black,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,43,Male,White,Sport Utility,40 - 45 MPH,NC Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
103075587,2011-01-25,2011,January,19,36.01652,-78.936719,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,39,Male,White,B: Suspected Minor Injury,Unknown,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,56,Female,White,Van,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Rain,Durham,Durham
103078444,2011-01-29,2011,January,9,35.988848,-78.871152,B: Suspected Minor Injury,Backing Vehicle - Driveway / Sidewalk Intersection,Backing Vehicle,No,Pedestrian,24,Female,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Male,Black,Passenger Car,20 - 25 MPH,Unknown,Daylight,Clear,Durham,Durham
103079022,2011-01-28,2011,January,18,36.027944,-78.924458,C: Possible Injury,Pedestrian Failed To Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,20,Female,White,C: Possible Injury,No,1,0,0,0,1,0,28,Female,White,Passenger Car,35,NC Route,Dark - Lighted Roadway,Clear,Durham,Durham
103083042,2011-01-26,2011,January,17,35.912219,-78.945796,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,56,Female,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,42,Male,White,Passenger Car,40 - 45 MPH,NC Route,Daylight,Cloudy,Durham,Durham
103084561,2011-02-01,2011,February,2,35.963769,-78.856822,B: Suspected Minor Injury,Non-Intersection - Other / Unknown,Other / Unknown - Insufficient Details,Yes,Pedestrian,30,Male,Black,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Unknown,Unknown,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
103086011,2011-02-07,2011,February,12,36.00329,-78.890739,C: Possible Injury,Intersection - Other / Unknown,Other / Unknown - Insufficient Details,No,Pedestrian,51,Male,Black,C: Possible Injury,Unknown,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,81,Male,Unknown,Passenger Car,20 - 25 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
103091164,2011-02-15,2011,February,18,35.961515,-78.976913,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,27,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Sport Utility,40 - 45 MPH,US Route,Daylight,Clear,Durham,Durham
103091574,2011-02-15,2011,February,9,35.997957,-78.927173,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,26,Female,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103094306,2011-02-20,2011,February,19,35.952806,-78.994532,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,47,Male,White,C: Possible Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
103097676,2011-02-24,2011,February,18,36.037548,-78.935506,C: Possible Injury,Motorist Drive Out - Right Turn on Red,Motorist Failed to Yield - Signalized Intersection,No,Bicyclist,24,Male,Hispanic,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,70,Male,White,Sport Utility,30 - 35 MPH,Secondary Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
103098683,2011-02-24,2011,February,21,35.997582,-78.898491,C: Possible Injury,Bicyclist Ride Through - Signalized Intersection,Bicyclist Failed to Yield - Signalized Intersection,Yes,Bicyclist,46,Male,Black,C: Possible Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,43,Male,White,Passenger Car,20 - 25 MPH,US Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
103099134,2011-02-18,2011,February,18,36.005088,-78.860306,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,48,Male,White,C: Possible Injury,"Yes - Alcohol And Other Drugs, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,65,Male,White,"Light Truck (Mini-Van, Panel)",30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
103100306,2011-02-02,2011,February,23,36.005018,-78.866886,C: Possible Injury,Crossing Paths - Intersection - Other / Unknown,Crossing Paths - Other Circumstances,No,Bicyclist,15,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Van,Unknown,Local Street,Daylight,Clear,Durham,Durham
103100311,2011-02-28,2011,February,21,35.918967,-78.929975,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,28,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,28,Male,White,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Cloudy,Durham,Durham
103100325,2011-02-28,2011,February,18,36.036577,-78.887396,A: Suspected Serious Injury,Dash,Dash / Dart-Out,No,Pedestrian,19,Female,Black,A: Suspected Serious Injury,No,1,0,1,0,0,0,31,Female,Black,Van,35,Secondary Route,Dark - Lighted Roadway,Rain,Durham,Durham
103106888,2011-03-07,2011,March,17,35.917362,-78.931031,C: Possible Injury,Other - Unknown Location,Other / Unknown - Insufficient Details,No,Pedestrian,36,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,53,Female,Black,Passenger Car,40 - 45 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103112774,2011-03-01,2011,March,14,35.967843,-78.903535,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,41,Female,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,49,Female,Black,Passenger Car,5 - 15 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103113081,2011-03-15,2011,March,20,36.012987,-78.890929,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,46,Female,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,61,Female,Black,Passenger Car,30 - 35 MPH,US Route,Dark - Lighted Roadway,Rain,Durham,Durham
103117124,2011-03-14,2011,March,20,35.959564,-78.95567,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,19,Female,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,48,Female,White,Passenger Car,40 - 45 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
103118982,2011-03-23,2011,March,7,35.993015,-78.891002,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,17,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,34,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Dawn,Clear,Durham,Durham
103121445,2011-03-24,2011,March,16,36.010034,-78.922029,C: Possible Injury,Motorist Drive Out - Signalized Intersection,Motorist Failed to Yield - Signalized Intersection,No,Bicyclist,55,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,45,Male,Hispanic,Passenger Car,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
103123391,2011-03-23,2011,March,23,36.005412,-78.861642,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,47,Male,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,37,Male,White,Passenger Car,40 - 45 MPH,Secondary Route,Dark - Roadway Not Lighted,Rain,Durham,Durham
103123633,2011-03-29,2011,March,20,36.08379,-78.891261,C: Possible Injury,Play Vehicle-Related,Unusual Circumstances,No,Pedestrian,21,Male,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,55,Female,White,Passenger Car,5 - 15 MPH,Local Street,Daylight,Clear,Durham,Durham
103123891,2011-03-29,2011,March,7,35.963744,-78.95939,O: No Injury,Dash,Dash / Dart-Out,No,Pedestrian,0,Female,Hispanic,Unknown Injury,Unknown,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103125675,2011-03-26,2011,March,23,35.990473,-78.85957,B: Suspected Minor Injury,Commercial Bus-Related,Bus-Related,Yes,Pedestrian,44,Male,Black,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,57,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
103126715,2011-03-31,2011,March,0,36.006553,-78.922248,B: Suspected Minor Injury,Motorist Left Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,22,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,US Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
103129354,2011-04-04,2011,April,7,35.983214,-78.93069,O: No Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,31,Male,White,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,68,Male,Black,School Bus,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103129725,2011-04-05,2011,April,18,35.996084,-78.811023,C: Possible Injury,Bicyclist Left Turn - Same Direction,Bicyclist Left Turn / Merge,No,Bicyclist,18,Male,Black,C: Possible Injury,No,1,0,0,0,1,0,18,Male,Black,Other,35,Secondary Route,Daylight,Clear,Durham,Durham
103130639,2011-04-07,2011,April,18,36.009927,-78.919593,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,30,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,20,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103130922,2011-03-30,2011,March,20,36.021396,-78.916362,A: Suspected Serious Injury,Motorist Failed To Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,24,Male,Black,A: Suspected Serious Injury,No,1,0,1,0,0,0,29,Male,Hispanic,Sport Utility,35,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
103132144,2011-04-08,2011,April,18,35.970278,-78.846338,O: No Injury,Playing in Roadway,Working or Playing in Roadway,No,Pedestrian,0,Male,Black,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,33,Male,Black,"Light Truck (Mini-Van, Panel)",5 - 15 MPH,Unknown,Dusk,Clear,Durham,Durham
103132433,2011-04-09,2011,April,9,36.033598,-78.968925,A: Suspected Serious Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,25,Male,Black,A: Suspected Serious Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,36,Male,White,Sport Utility,30 - 35 MPH,US Route,Daylight,Cloudy,Durham,Durham
103132749,2011-04-11,2011,April,8,36.021521,-78.889895,B: Suspected Minor Injury,Crossing an Expressway,Crossing Expressway,No,Pedestrian,28,Female,Hispanic,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,48,Male,Black,Pickup,30 - 35 MPH,US Route,Daylight,Cloudy,Durham,Durham
103134960,2011-04-13,2011,April,18,35.967939,-78.909657,C: Possible Injury,Playing in Roadway,Working or Playing in Roadway,No,Pedestrian,12,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
103136054,2011-04-15,2011,April,0,36.050775,-78.807095,B: Suspected Minor Injury,Crossing an Expressway,Crossing Expressway,Yes,Pedestrian,47,Male,White,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,60 - 75 MPH,Interstate,Dark - Roadway Not Lighted,Clear,Durham,None - Rural Crash
103136983,2011-04-14,2011,April,17,35.985895,-78.839957,C: Possible Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,21,Male,Hispanic,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,66,Male,White,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
103137136,2011-04-16,2011,April,2,36.005217,-78.929935,B: Suspected Minor Injury,Dash,Dash / Dart-Out,Yes,Pedestrian,18,Male,Other,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,46,Male,Black,Van,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
103138591,2011-04-19,2011,April,11,36.051158,-78.905461,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,24,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Pickup,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
103139530,2011-04-19,2011,April,13,35.996949,-78.901703,B: Suspected Minor Injury,Play Vehicle-Related,Unusual Circumstances,No,Pedestrian,16,Male,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,70,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103139532,2011-04-19,2011,April,16,35.995031,-78.947031,C: Possible Injury,Motorist Right Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,25,Female,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,49,Male,Asian,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
103141057,2011-04-22,2011,April,20,35.961448,-78.90941,B: Suspected Minor Injury,Dash,Dash / Dart-Out,No,Pedestrian,46,Male,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,18,Male,Black,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Rain,Durham,Durham
103141203,2011-04-13,2011,April,19,35.987352,-78.887893,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,48,Male,Hispanic,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,25,Male,Black,Sport Utility,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
103141230,2011-04-22,2011,April,20,35.993852,-78.870266,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,44,Male,Black,B: Suspected Minor Injury,"Yes - Alcohol, Impairment Suspected",Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,33,Male,Black,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Rain,Durham,Durham
103141323,2011-04-14,2011,April,18,36.016851,-78.911874,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,25,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,53,Female,Black,Sport Utility,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103144144,2011-04-27,2011,April,18,35.994184,-78.875381,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,62,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
103145037,2011-04-27,2011,April,7,36.017794,-78.957801,O: No Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,21,Male,White,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103145687,2011-04-29,2011,April,13,36.087139,-78.91287,C: Possible Injury,Bicyclist Overtaking - Passing on Right,Bicyclist Overtaking Motorist,No,Bicyclist,54,Male,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,68,Female,White,Van,50 - 55 MPH,NC Route,Daylight,Clear,Durham,None - Rural Crash
103145766,2011-04-29,2011,April,7,35.996972,-78.90387,C: Possible Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,60,Male,White,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,53,Female,Black,Sport Utility,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
103151294,2011-05-05,2011,May,13,35.903276,-78.922822,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,52,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,48,Female,Black,Sport Utility,40 - 45 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103154421,2011-05-10,2011,May,14,36.024128,-78.917973,O: No Injury,Crossing Paths - Intersection - Other / Unknown,Crossing Paths - Other Circumstances,No,Bicyclist,0,Unknown,Unknown/Missing,Unknown Injury,Missing,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,66,Female,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
103154452,2011-05-10,2011,May,13,35.979386,-78.899918,C: Possible Injury,Motorist Right Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,48,Female,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,26,Female,Black,Pickup,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103156441,2011-05-10,2011,May,17,35.994775,-78.902757,O: No Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,26,Male,White,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,65,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103159305,2011-05-17,2011,May,18,35.994032,-78.898619,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,26,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Pickup,40 - 45 MPH,Secondary Route,Daylight,Cloudy,Durham,None - Rural Crash
103160195,2011-05-18,2011,May,19,36.057449,-78.92907,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,12,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,19,Female,White,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
103161533,2011-05-22,2011,May,12,35.933767,-78.888181,B: Suspected Minor Injury,Motorist Drive Out - Other Midblock,Motorist Failed to Yield - Midblock,No,Bicyclist,33,Male,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,39,Male,Black,Sport Utility,5 - 15 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103163005,2011-05-19,2011,May,4,35.969966,-78.849071,K: Killed,Walking in Roadway,Pedestrian in Roadway - Circumstances Unknown,No,Pedestrian,75,Male,White,K: Killed,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,34,Male,White,"Light Truck (Mini-Van, Panel)",50 - 55 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
103163801,2011-05-08,2011,May,21,35.983787,-78.831065,B: Suspected Minor Injury,Motorist Overtaking - Other / Unknown,Motorist Overtaking Bicyclist,No,Bicyclist,43,Male,Hispanic,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,17,Male,White,Passenger Car,40 - 45 MPH,NC Route,Dark - Lighted Roadway,Clear,Durham,None - Rural Crash
103164265,2011-05-24,2011,May,19,35.961024,-78.908722,O: No Injury,Bicyclist Ride Out - Residential Driveway,Bicyclist Failed to Yield - Midblock,No,Bicyclist,4,Male,Hispanic,O: No Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,38,Female,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
103165286,2011-05-26,2011,May,21,35.910674,-78.892989,O: No Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,0,Male,White,Unknown Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,29,Male,Black,Passenger Car,40 - 45 MPH,NC Route,Dark - Lighted Roadway,Clear,Durham,Durham
103165808,2011-05-26,2011,May,18,35.980185,-78.905209,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,Bicyclist Left Turn / Merge,No,Bicyclist,12,Male,Black,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103166827,2011-05-25,2011,May,19,35.9864,-78.871079,Unknown Injury,Ice Cream / Vendor Truck-Related,Unique Midblock,No,Pedestrian,3,Male,Black,Unknown Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,Unknown,Local Street,Daylight,Clear,Durham,Durham
103172504,2011-06-06,2011,June,17,35.993202,-78.8948,C: Possible Injury,Dash,Dash / Dart-Out,No,Pedestrian,21,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,22,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
103175753,2011-06-10,2011,June,19,35.995472,-78.919512,B: Suspected Minor Injury,"Bicyclist Lost Control - Oversteering, Improper Braking, Speed",Loss of Control / Turning Error,No,Bicyclist,13,Female,White,B: Suspected Minor Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
103175886,2011-06-10,2011,June,22,36.059125,-78.888667,A: Suspected Serious Injury,Motor Vehicle Loss of Control,Unusual Circumstances,No,Pedestrian,25,Male,Black,A: Suspected Serious Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,17,Male,White,Sport Utility,40 - 45 MPH,Secondary Route,Dark - Roadway Not Lighted,Rain,Durham,None - Rural Crash
103177969,2011-06-14,2011,June,9,35.996935,-78.899038,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,33,Male,Black,C: Possible Injury,No,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,17,Female,White,Passenger Car,30 - 35 MPH,NC Route,Daylight,Clear,Durham,Durham
