CrashID,CrashDate,CrashYear,CrashMonth,CrashHour,Latitude,Longitude,CrashSevr,CrashType,CrashTypGr,CrashAlcoh,NM_Type,NM_Age,NM_Sex,NM_Race,NM_Inj,NM_AlcDrg,NM_NumTot,NM_NumK,NM_NumA,NM_NumB,NM_NumC,NM_NumU,DrvrAge,DrvrSex,DrvrRace,DrvrVehTyp,SpeedLimit,RdClass,LightCond,Weather,County,City
101878313,2007-01-02,2007,January,16,36.03949,-78.883896,B: Suspected Minor Injury,Bicyclist Ride Out - Parallel Path,Parallel Paths - Other Circumstances,No,Bicyclist,11,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,35,Male,White,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
101884206,2007-01-10,2007,January,21,35.95346,-78.9058,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,42,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,Unknown,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
101884207,2007-01-10,2007,January,21,36.01921,-78.9021,B: Suspected Minor Injury,Crossing an Expressway,Crossing Expressway,Yes,Pedestrian,51,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,White,Passenger Car,50 - 55 MPH,Interstate,Dark - Lighted Roadway,Clear,Durham,Durham
101885908,2007-01-05,2007,January,17,35.99516,-78.8951,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,32,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
101896925,2007-01-29,2007,January,12,35.93221,-78.8177,C: Possible Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,29,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,31,Female,Black,Passenger Car,40 - 45 MPH,Secondary Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
101902539,2007-01-26,2007,January,1,36.01807,-78.9154,A: Suspected Serious Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,46,Male,Black,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Cloudy,Durham,Durham
101911774,2007-02-14,2007,February,19,35.98272,-78.8902,C: Possible Injury,Dispute-Related,Unusual Circumstances,No,Pedestrian,27,Male,Hispanic,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,42,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Dark - Lighted Roadway,Clear,Durham,Durham
101912097,2007-02-16,2007,February,12,35.99495,-78.9022,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,46,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,61,Female,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
101913276,2007-01-16,2007,January,0,36.01468,-78.9055,K: Killed,Lying in Roadway,Pedestrian in Roadway - Circumstances Unknown,No,Pedestrian,49,Female,Black,K: Killed,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Van,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Rain,Durham,Durham
101916397,2007-02-22,2007,February,19,35.97729,-78.8927,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,43,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,36,Male,Black,Sport Utility,30 - 35 MPH,NC Route,Dusk,Clear,Durham,Durham
101920405,2007-02-28,2007,February,15,35.98091,-78.8746,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,33,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
101922506,2007-02-27,2007,February,21,35.99403,-78.87,A: Suspected Serious Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,60,Male,Black,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,32,Male,Black,Sport Utility,30 - 35 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
101923383,2007-03-02,2007,March,6,36.01972,-78.8899,C: Possible Injury,Motorist Left Turn - Perpendicular Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,16,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,Unknown,US Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
101925056,2007-03-05,2007,March,16,35.95967,-78.964,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,37,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,22,Male,Hispanic,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101927918,2007-03-03,2007,March,19,35.99081,-78.8609,C: Possible Injury,Multiple Threat,Multiple Threat / Trapped,Yes,Pedestrian,54,Female,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,52,Female,Black,Passenger Car,30 - 35 MPH,NC Route,Dark - Lighted Roadway,Clear,Durham,Durham
101928613,2007-03-06,2007,March,17,36.01747,-78.9255,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,52,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,17,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101928616,2007-03-10,2007,March,2,35.9385,-78.8875,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,32,Male,Hispanic,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,36,Male,Black,Passenger Car,50 - 55 MPH,NC Route,Dusk,Clear,Durham,Durham
101931441,2007-01-06,2007,January,13,36.002743,-78.8785,C: Possible Injury,Bicyclist Ride Out - Residential Driveway,Bicyclist Failed to Yield - Midblock,No,Bicyclist,6,Female,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,66,Male,Black,Pickup,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
101933331,2007-03-16,2007,March,11,36.00999,-78.9197,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,56,Female,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,36,Female,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Rain,Durham,Durham
101934834,2007-01-09,2007,January,6,36.05901,-78.8807,A: Suspected Serious Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,No,Pedestrian,18,Male,Black,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Unknown,50 - 55 MPH,Secondary Route,Dark - Roadway Not Lighted,Clear,Durham,None - Rural Crash
101939047,2007-03-22,2007,March,15,35.9996,-78.8941,O: No Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,34,Male,Black,O: No Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,24,Male,White,Motorcycle,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
101939056,2007-03-23,2007,March,18,35.99294,-78.870125,B: Suspected Minor Injury,Bicyclist Ride Out - Signalized Intersection,Bicyclist Failed to Yield - Signalized Intersection,No,Bicyclist,11,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,24,Male,Black,Passenger Car,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
101939071,2007-03-24,2007,March,20,35.991573,-78.874756,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,Motorist Failed to Yield - Sign-Controlled Intersection,No,Bicyclist,28,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
101939189,2007-01-16,2007,January,15,36.0082,-78.9374,C: Possible Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,25,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,46,Female,White,Sport Utility,30 - 35 MPH,Secondary Route,Daylight,Cloudy,Durham,Durham
101940779,2007-01-18,2007,January,6,35.91182,-78.8653,B: Suspected Minor Injury,Motor Vehicle Loss of Control,Unusual Circumstances,No,Pedestrian,42,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,60 - 75 MPH,Interstate,Dusk,"Snow, Sleet, Hail, Freezing Rain/Drizzle",Durham,None - Rural Crash
101941275,2007-01-18,2007,January,18,36.01276,-78.8868,A: Suspected Serious Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,57,Male,Black,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,55,Male,White,Pickup,30 - 35 MPH,NC Route,Dark - Roadway Not Lighted,Rain,Durham,Durham
101944217,2007-03-30,2007,March,15,36.017002,-78.91431,C: Possible Injury,Bicyclist Left Turn - Same Direction,Bicyclist Left Turn / Merge,No,Bicyclist,36,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,16,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101944233,2007-03-30,2007,March,23,36.010605,-78.95482,C: Possible Injury,Bicyclist Lost Control - Alcohol / Drug Impairment,Loss of Control / Turning Error,Yes,Bicyclist,31,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,Black,Passenger Car,5 - 15 MPH,Local Street,Dark - Roadway Not Lighted,Clear,Durham,Durham
101945860,2007-04-02,2007,April,20,35.966644,-78.96749,A: Suspected Serious Injury,Motorist Overtaking - Undetected Bicyclist,Motorist Overtaking Bicyclist,No,Bicyclist,52,Male,White,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,20,Female,White,Passenger Car,40 - 45 MPH,US Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
101947174,2007-04-02,2007,April,19,35.996304,-78.88007,C: Possible Injury,Bicyclist Ride Through - Sign-Controlled Intersection,Bicyclist Failed to Yield - Sign-Controlled Intersection,No,Bicyclist,18,Female,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,40,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101951079,2007-02-02,2007,February,17,36.00628,-78.8413,C: Possible Injury,Walking Along Roadway Against Traffic - From Front,Walking Along Roadway,No,Pedestrian,26,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Unknown,40 - 45 MPH,Secondary Route,Dark - Roadway Not Lighted,Cloudy,Durham,None - Rural Crash
101953229,2007-04-14,2007,April,19,36.003853,-78.89609,C: Possible Injury,Motorist Right Turn - Same Direction,Motorist Right Turn / Merge,No,Bicyclist,7,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,Unknown,Secondary Route,Daylight,Cloudy,Durham,Durham
101954671,2007-02-07,2007,February,21,35.99858,-78.9407,Unknown Injury,Motorist Entering Driveway or Alley,Crossing Driveway or Alley,No,Pedestrian,35,Male,White,Unknown Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,20 - 25 MPH,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
101957175,2007-04-19,2007,April,18,35.96252,-78.9771,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,57,Female,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,39,Female,Black,Sport Utility,30 - 35 MPH,Secondary Route,Daylight,Cloudy,Durham,Durham
101958158,2007-04-19,2007,April,16,35.99452,-78.8769,C: Possible Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,28,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,44,Male,Black,Van,30 - 35 MPH,US Route,Daylight,Cloudy,Durham,Durham
101964566,2007-04-28,2007,April,19,35.98815,-78.8917,C: Possible Injury,Intersection - Other / Unknown,Other / Unknown - Insufficient Details,No,Pedestrian,3,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101964992,2007-05-01,2007,May,9,36.00318,-78.9513,B: Suspected Minor Injury,Motorist Left Turn - Parallel Paths,Crossing Roadway - Vehicle Turning,No,Pedestrian,43,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,Black,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
101969755,2007-05-07,2007,May,13,36.0184,-78.9123,C: Possible Injury,Motorist Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,41,Female,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,54,Female,White,Passenger Car,5 - 15 MPH,Unknown,Daylight,Clear,Durham,Durham
101970904,2007-05-08,2007,May,16,35.98155,-78.8763,B: Suspected Minor Injury,Dash,Dash / Dart-Out,No,Pedestrian,48,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,White,Van,30 - 35 MPH,Secondary Route,Daylight,Cloudy,Durham,Durham
101973141,2007-05-12,2007,May,17,36.01033,-78.9196,B: Suspected Minor Injury,Multiple Threat,Multiple Threat / Trapped,No,Pedestrian,46,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,67,Male,White,Passenger Car,30 - 35 MPH,Secondary Route,Dusk,Cloudy,Durham,Durham
101977718,2007-05-17,2007,May,19,35.902733,-78.95313,B: Suspected Minor Injury,Bicyclist Ride Through - Signalized Intersection,Bicyclist Failed to Yield - Signalized Intersection,No,Bicyclist,49,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,25,Female,White,Passenger Car,30 - 35 MPH,Local Street,Dusk,Clear,Durham,Durham
101980111,2007-03-10,2007,March,22,35.97225,-78.94338,C: Possible Injury,Motorist Overtaking - Undetected Bicyclist,Motorist Overtaking Bicyclist,No,Bicyclist,32,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Unknown,40 - 45 MPH,US Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
101982901,2007-05-29,2007,May,10,36.009754,-78.95458,C: Possible Injury,Motorist Drive Out - Right Turn on Red,Motorist Failed to Yield - Signalized Intersection,No,Bicyclist,20,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,23,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
101983135,2007-03-14,2007,March,14,36.002033,-78.90338,A: Suspected Serious Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,50,Female,White,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,54,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
101983430,2007-05-23,2007,May,19,36.032646,-78.98256,B: Suspected Minor Injury,Motorist Overtaking - Misjudged Space,Motorist Overtaking Bicyclist,No,Bicyclist,41,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,41,Female,White,Van,40 - 45 MPH,US Route,Daylight,Clear,Durham,Durham
101984707,2007-05-29,2007,May,18,35.991714,-78.91449,C: Possible Injury,Bicyclist Turning Error - Other,Loss of Control / Turning Error,No,Bicyclist,8,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,66,Male,Black,Pickup,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
101985189,2007-05-29,2007,May,21,36.03789,-78.8858,B: Suspected Minor Injury,Walking Along Roadway With Traffic - From Behind,Walking Along Roadway,Yes,Pedestrian,25,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,30 - 35 MPH,Secondary Route,Dusk,Clear,Durham,Durham
101985966,2007-06-02,2007,June,10,35.92131,-78.9334,A: Suspected Serious Injury,Motorist Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,53,Male,White,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,38,Female,Black,Sport Utility,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
101986954,2007-06-04,2007,June,19,35.96609,-78.9098,B: Suspected Minor Injury,Play Vehicle-Related,Unusual Circumstances,No,Pedestrian,11,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,19,Male,Black,Sport Utility,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
101990691,2007-06-05,2007,June,17,35.97316,-78.8896,Unknown Injury,Intersection - Other / Unknown,Other / Unknown - Insufficient Details,No,Pedestrian,0,Female,White,Unknown Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Passenger Car,Unknown,Local Street,Daylight,Clear,Durham,Durham
101992762,2007-03-25,2007,March,18,36.04886,-78.8881,B: Suspected Minor Injury,Play Vehicle-Related,Unusual Circumstances,No,Pedestrian,12,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,53,Male,Black,Passenger Car,20 - 25 MPH,Local Street,Daylight,Clear,Durham,Durham
101994176,2007-03-27,2007,March,12,35.87775,-78.85898,B: Suspected Minor Injury,Bicyclist Left Turn - Same Direction,Bicyclist Left Turn / Merge,No,Bicyclist,51,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,37,Male,Black,Passenger Car,40 - 45 MPH,Secondary Route,Daylight,Cloudy,Durham,None - Rural Crash
101994621,2007-06-10,2007,June,3,35.95476,-78.9901,C: Possible Injury,Pedestrian Loss of Control,Unusual Circumstances,Yes,Pedestrian,26,Male,Hispanic,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,36,Male,Black,Passenger Car,50 - 55 MPH,US Route,Dark - Lighted Roadway,Clear,Durham,Durham
101996104,2007-06-14,2007,June,15,35.97799,-78.8923,C: Possible Injury,Dash,Dash / Dart-Out,No,Pedestrian,15,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,60,Male,Black,Passenger Car,40 - 45 MPH,NC Route,Daylight,Clear,Durham,Durham
102000876,2007-06-22,2007,June,21,35.9843,-78.8991,C: Possible Injury,School Bus-Related,Bus-Related,No,Pedestrian,15,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Male,Black,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
102002028,2007-06-22,2007,June,18,35.99453,-78.8858,B: Suspected Minor Injury,Dash,Dash / Dart-Out,Yes,Pedestrian,0,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,29,Male,Black,Pickup,30 - 35 MPH,US Route,Daylight,Rain,Durham,Durham
102006169,2007-06-27,2007,June,10,35.963886,-78.95944,C: Possible Injury,Motorist Right Turn - Opposite Direction,Motorist Right Turn / Merge,No,Bicyclist,30,Male,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
102007951,2007-07-03,2007,July,22,36.00735,-78.885544,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,18,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown/Missing,Passenger Car,30 - 35 MPH,NC Route,Dark - Roadway Not Lighted,Clear,Durham,Durham
102007953,2007-07-03,2007,July,23,36.00727623,-78.88558002,B: Suspected Minor Injury,Motorist Left Turn - Opposite Direction,Motorist Left Turn / Merge,No,Bicyclist,13,Male,Black,B: Suspected Minor Injury,Unknown,1,0,0,1,0,0,Not Coded,Unknown,Unknown/Missing,Sport Utility,35,Local Street,Dark - Lighted Roadway,Clear,Durham,Durham
102008070,2007-07-03,2007,July,19,35.98582,-78.8794,B: Suspected Minor Injury,Dash,Dash / Dart-Out,No,Pedestrian,4,Male,White,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,48,Male,Black,Passenger Car,30 - 35 MPH,Local Street,Daylight,Cloudy,Durham,Durham
102008932,2007-07-05,2007,July,20,36.02742,-78.9271,C: Possible Injury,Backing Vehicle - Roadway,Backing Vehicle,No,Pedestrian,49,Female,White,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Sport Utility,20 - 25 MPH,Local Street,Dusk,Clear,Durham,Durham
102009100,2007-04-12,2007,April,19,36.022438,-78.91769,C: Possible Injury,Motorist Drive Out - Sign-Controlled Intersection,Motorist Failed to Yield - Sign-Controlled Intersection,No,Bicyclist,16,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,59,Male,White,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
102015160,2007-07-12,2007,July,15,36.031948,-78.890785,B: Suspected Minor Injury,Motorist Overtaking - Undetected Bicyclist,Motorist Overtaking Bicyclist,No,Bicyclist,40,Male,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,53,Female,Black,Van,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
102021422,2007-07-23,2007,July,12,36.037426,-78.89301,O: No Injury,Motorist Drive Out - Commercial Driveway / Alley,Motorist Failed to Yield - Midblock,No,Bicyclist,46,Male,Black,O: No Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,57,Female,Black,Passenger Car,5 - 15 MPH,Unknown,Daylight,Clear,Durham,Durham
102023449,2007-07-23,2007,July,19,36.00405,-78.8727,C: Possible Injury,Dash,Dash / Dart-Out,No,Pedestrian,16,Male,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,54,Male,Black,Sport Utility,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
102025734,2007-07-20,2007,July,10,35.9982,-78.8978,B: Suspected Minor Injury,Motorist Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,50,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Male,White,Pickup,30 - 35 MPH,US Route,Daylight,Clear,Durham,Durham
102025956,2007-07-28,2007,July,4,35.92474,-78.8463,Unknown Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,Yes,Pedestrian,42,Female,Black,Unknown Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Unknown,Unknown,Sport Utility,40 - 45 MPH,Secondary Route,Dark - Lighted Roadway,Cloudy,Durham,Durham
102030086,2007-07-31,2007,July,18,36.02708,-78.8707,B: Suspected Minor Injury,Pedestrian Failed to Yield,Crossing Roadway - Vehicle Not Turning,No,Pedestrian,4,Female,Black,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Daylight,Clear,Durham,Durham
102031234,2007-08-01,2007,August,10,36.009567,-78.94863,B: Suspected Minor Injury,Motorist Drive Out - Sign-Controlled Intersection,Motorist Failed to Yield - Sign-Controlled Intersection,No,Bicyclist,20,Male,Asian,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,26,Female,Asian,Passenger Car,30 - 35 MPH,Local Street,Daylight,Clear,Durham,Durham
102034152,2007-05-09,2007,May,16,36.00821,-78.9384,A: Suspected Serious Injury,Multiple Threat,Multiple Threat / Trapped,No,Pedestrian,48,Female,Black,A: Suspected Serious Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,48,Male,White,Pickup,30 - 35 MPH,Secondary Route,Daylight,Cloudy,Durham,Durham
102036459,2007-08-09,2007,August,17,35.96575308,-78.90528423,O: No Injury,Bicyclist Ride Through - Signalized Intersection,Bicyclist Failed To Yield - Signalized Intersection,No,Bicyclist,0,Unknown,Unknown/Missing,Unknown Injury,Unknown,1,0,0,0,0,1,55,Female,Black,Passenger Car,35,Local Street,Daylight,Clear,Durham,Durham
102037202,2007-08-12,2007,August,4,35.99254,-78.9219,B: Suspected Minor Injury,Walking in Roadway,Pedestrian in Roadway - Circumstances Unknown,Yes,Pedestrian,32,Male,Hispanic,B: Suspected Minor Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,21,Female,Black,Passenger Car,30 - 35 MPH,Secondary Route,Dark - Lighted Roadway,Clear,Durham,Durham
102038651,2007-08-13,2007,August,17,35.939487,-78.906654,C: Possible Injury,Bicyclist Failed to Clear - Multiple Threat,Bicyclist Failed to Yield - Signalized Intersection,No,Bicyclist,8,Female,Black,C: Possible Injury,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,Not coded,58,Male,Other,Passenger Car,40 - 45 MPH,Local Street,Daylight,Clear,Durham,Durham
